"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"ARM00087593","LA PLATA, AR","2001-11-20",,,"75","86","70"
"ARM00087593","LA PLATA, AR","2001-11-21","0.39",,"70","84",
"ARM00087593","LA PLATA, AR","2001-11-23",,,"70","78","68"
"ARM00087593","LA PLATA, AR","2001-11-24",,,"63","74","56"
"ARM00087593","LA PLATA, AR","2001-11-25",,,"57","65","49"
"ARM00087593","LA PLATA, AR","2001-11-26",,,"64",,"53"
"ARM00087593","LA PLATA, AR","2001-11-27",,,"66","78","53"
"ARM00087593","LA PLATA, AR","2001-11-29",,,"63","72","58"
"ARM00087593","LA PLATA, AR","2001-11-30",,,"58","68","52"
"ARM00087593","LA PLATA, AR","2001-12-01",,,"62",,"50"
"ARM00087593","LA PLATA, AR","2001-12-02",,,"59","75","52"
"ARM00087593","LA PLATA, AR","2001-12-03",,,"57",,"49"
"ARM00087593","LA PLATA, AR","2001-12-04",,,"64",,"58"
"ARM00087593","LA PLATA, AR","2001-12-05",,,"66",,"54"
"ARM00087593","LA PLATA, AR","2001-12-06",,,"70","79","57"
"ARM00087593","LA PLATA, AR","2001-12-08","1.18",,"57","82","45"
"ARM00087593","LA PLATA, AR","2001-12-09","0.00",,"59",,"45"
"ARM00087593","LA PLATA, AR","2001-12-10",,,"64",,"56"
"ARM00087593","LA PLATA, AR","2001-12-11",,,"70",,"62"
"ARM00087593","LA PLATA, AR","2001-12-12",,,"76","85","67"
"ARM00087593","LA PLATA, AR","2001-12-13",,,"69","81","65"
"ARM00087593","LA PLATA, AR","2001-12-14","0.08",,"71",,"66"
"ARM00087593","LA PLATA, AR","2001-12-15","0.00",,"67","77","56"
"ARM00087593","LA PLATA, AR","2001-12-17",,,"69","79","60"
"ARM00087593","LA PLATA, AR","2001-12-19",,,"76",,"65"
"ARM00087593","LA PLATA, AR","2003-05-10",,,"58","66","52"
"ARM00087593","LA PLATA, AR","2003-05-11","0.00",,"60",,"50"
"ARM00087593","LA PLATA, AR","2003-05-12","0.00",,"64","73","53"
"ARM00087593","LA PLATA, AR","2003-05-13",,,"60","74","56"
"ARM00087593","LA PLATA, AR","2003-05-14","0.00",,"65",,"59"
"ARM00087593","LA PLATA, AR","2003-05-17","0.55",,"56","62","54"
"ARM00087593","LA PLATA, AR","2003-05-18","0.31",,"50",,"39"
"ARM00087593","LA PLATA, AR","2003-05-19","0.00",,"53","63","44"
"ARM00087593","LA PLATA, AR","2003-05-20","0.20",,"60",,"54"
"ARM00087593","LA PLATA, AR","2003-05-21","0.00",,"61",,"59"
"ARM00087593","LA PLATA, AR","2003-05-22","0.83",,"61","67",
"ARM00087593","LA PLATA, AR","2003-05-23","0.00",,"55",,"47"
"ARM00087593","LA PLATA, AR","2003-05-24","0.00",,"53","63","49"
"ARM00087593","LA PLATA, AR","2003-05-25","0.00",,"49","59","40"
"ARM00087593","LA PLATA, AR","2003-05-26","0.00",,"54",,"43"
"ARM00087593","LA PLATA, AR","2003-05-27","0.00",,"50",,"41"
"ARM00087593","LA PLATA, AR","2003-05-28","0.00",,"51","65","40"
"ARM00087593","LA PLATA, AR","2003-05-29","0.00",,"59",,"42"
"ARM00087593","LA PLATA, AR","2003-05-30","0.00",,"62","72","57"
"ARM00087593","LA PLATA, AR","2003-05-31",,,"59","69","48"
"ARM00087593","LA PLATA, AR","2003-06-02","0.00",,"57","68","45"
"ARM00087593","LA PLATA, AR","2003-06-03","0.00",,"43",,"32"
"ARM00087593","LA PLATA, AR","2003-06-04","0.00",,"45","56","34"
"ARM00087593","LA PLATA, AR","2003-06-05","0.00",,"54",,"47"
"ARM00087593","LA PLATA, AR","2003-06-06",,,"53","56","50"
"ARM00087593","LA PLATA, AR","2003-06-07","0.00",,"42",,"33"
"ARM00087593","LA PLATA, AR","2003-06-08","0.00",,"41",,"30"
"ARM00087593","LA PLATA, AR","2003-06-09","0.00",,"46","57","33"
"ARM00087593","LA PLATA, AR","2003-06-10","0.00",,"50",,"42"
"ARM00087593","LA PLATA, AR","2003-06-11","0.12",,"54",,"48"
"ARM00087593","LA PLATA, AR","2003-06-12","0.00",,"50","62","40"
"ARM00087593","LA PLATA, AR","2003-06-14","0.00",,"48","65","40"
"ARM00087593","LA PLATA, AR","2003-06-15","0.03",,"62","66","44"
"ARM00087593","LA PLATA, AR","2003-06-17",,,"49","64","41"
"ARM00087593","LA PLATA, AR","2003-06-18","0.00",,"50","63","42"
"ARM00087593","LA PLATA, AR","2003-06-19","0.00",,"56",,"48"
"ARM00087593","LA PLATA, AR","2003-06-20","0.00",,"60",,"56"
"ARM00087593","LA PLATA, AR","2003-06-24","0.00",,"49","67","39"
"ARM00087593","LA PLATA, AR","2003-06-26","0.00",,"54","58","53"
"ARM00087593","LA PLATA, AR","2003-06-28","1.02",,"55","57","54"
"ARM00087593","LA PLATA, AR","2003-06-29","0.00",,"51","58","41"
"ARM00087593","LA PLATA, AR","2003-06-30","0.00",,"56",,"48"
"ARM00087593","LA PLATA, AR","2003-07-01","0.00",,"59","62","56"
"ARM00087593","LA PLATA, AR","2003-07-02","0.00",,"44","63","37"
"ARM00087593","LA PLATA, AR","2003-07-03","0.00",,"51",,"39"
"ARM00087593","LA PLATA, AR","2003-07-04","0.91",,"53","63","42"
"ARM00087593","LA PLATA, AR","2003-07-05","0.08",,"52",,"45"
"ARM00087593","LA PLATA, AR","2003-07-06","0.00",,"48",,"34"
"ARM00087593","LA PLATA, AR","2003-07-07","0.00",,"46","61","36"
"ARM00087593","LA PLATA, AR","2003-07-08","0.08",,"56","61","39"
"ARM00087593","LA PLATA, AR","2003-07-09","0.08",,"42","58","34"
"ARM00087593","LA PLATA, AR","2003-07-10","0.00",,"43",,"35"
"ARM00087593","LA PLATA, AR","2003-07-11","0.00",,"40",,"24"
"ARM00087593","LA PLATA, AR","2003-07-12","0.00",,"40","52","29"
"ARM00087593","LA PLATA, AR","2003-07-13","0.00",,"45","53","30"
"ARM00087593","LA PLATA, AR","2003-07-15","0.00",,"52",,"44"
"ARM00087593","LA PLATA, AR","2003-07-16","0.00",,"45","59","38"
"ARM00087593","LA PLATA, AR","2003-07-18","0.00",,"51","58","40"
"ARM00087593","LA PLATA, AR","2003-07-19","0.00",,"57",,"50"
"ARM00087593","LA PLATA, AR","2003-07-20","0.00",,"59","69","51"
"ARM00087593","LA PLATA, AR","2003-07-21","0.00",,"48","63","35"
"ARM00087593","LA PLATA, AR","2003-07-22","0.00",,"40","55","30"
"ARM00087593","LA PLATA, AR","2003-07-23","0.00",,"45",,"33"
"ARM00087593","LA PLATA, AR","2003-07-24","0.00",,"45",,"35"
"ARM00087593","LA PLATA, AR","2003-07-25","0.00",,"43","61","33"
"ARM00087593","LA PLATA, AR","2003-07-26","0.00",,"42","57","31"
"ARM00087593","LA PLATA, AR","2003-07-29","0.51",,"55","64","47"
"ARM00087593","LA PLATA, AR","2003-07-30","0.00",,"51",,"41"
"ARM00087593","LA PLATA, AR","2003-08-01","0.00",,"53",,"35"
"ARM00087593","LA PLATA, AR","2003-08-02","0.28",,"56","65","49"
"ARM00087593","LA PLATA, AR","2003-08-03","0.00",,"48","55","42"
"ARM00087593","LA PLATA, AR","2003-08-04","0.43",,"56",,"51"
"ARM00087593","LA PLATA, AR","2003-08-05","0.01",,"54","58",
"ARM00087593","LA PLATA, AR","2003-08-07","0.02",,"49",,"39"
"ARM00087593","LA PLATA, AR","2003-08-08","0.08",,"53","63","44"
"ARM00087593","LA PLATA, AR","2003-08-09","0.12",,"46","55","38"
"ARM00087593","LA PLATA, AR","2003-08-10","0.00",,"44",,"32"
"ARM00087593","LA PLATA, AR","2003-08-11","0.00",,"49",,"37"
"ARM00087593","LA PLATA, AR","2003-08-12","0.00",,"53",,"46"
"ARM00087593","LA PLATA, AR","2003-08-13","0.02",,"54",,"41"
"ARM00087593","LA PLATA, AR","2003-08-16","0.00",,"44",,"31"
"ARM00087593","LA PLATA, AR","2003-08-17","0.00",,"54","62","39"
"ARM00087593","LA PLATA, AR","2003-08-18",,,"58",,"53"
"ARM00087593","LA PLATA, AR","2003-08-19","0.00",,"62","67","55"
"ARM00087593","LA PLATA, AR","2003-08-21","0.00",,"57","68","52"
"ARM00087593","LA PLATA, AR","2003-08-22","0.02",,"50","64","44"
"ARM00087593","LA PLATA, AR","2003-08-23","0.00",,"44",,"37"
"ARM00087593","LA PLATA, AR","2003-08-24","0.00",,"45",,"32"
"ARM00087593","LA PLATA, AR","2003-08-25","0.00",,"46","59","34"
"ARM00087593","LA PLATA, AR","2003-08-27","0.16",,"42","51","37"
"ARM00087593","LA PLATA, AR","2003-08-28","0.12",,"42",,"34"
"ARM00087593","LA PLATA, AR","2003-08-29","0.00",,"40","54","29"
"ARM00087593","LA PLATA, AR","2003-08-30","0.00",,"46","55","37"
"ARM00087593","LA PLATA, AR","2003-09-01","0.00",,"52",,"40"
"ARM00087593","LA PLATA, AR","2003-09-02","0.00",,"54",,"40"
"ARM00087593","LA PLATA, AR","2003-09-03","0.00",,"58",,"47"
"ARM00087593","LA PLATA, AR","2003-09-04","1.14",,"61","74","55"
"ARM00087593","LA PLATA, AR","2003-09-05","0.39",,"65",,"57"
"ARM00087593","LA PLATA, AR","2003-09-06","0.04",,"67","78",
"ARM00087593","LA PLATA, AR","2003-09-07","1.02",,"52","66","48"
"ARM00087593","LA PLATA, AR","2003-09-10","0.00",,"46",,"31"
"ARM00087593","LA PLATA, AR","2003-09-11","0.00",,"56",,"43"
"ARM00087593","LA PLATA, AR","2003-09-13","0.00",,"47","65","36"
"ARM00087593","LA PLATA, AR","2003-09-14","0.00",,"42","54","33"
"ARM00087593","LA PLATA, AR","2003-09-15","0.00",,"48","54","43"
"ARM00087593","LA PLATA, AR","2003-09-16","0.00",,"44",,"36"
"ARM00087593","LA PLATA, AR","2003-09-17","0.00",,"44","54","33"
"ARM00087593","LA PLATA, AR","2003-09-18",,,"55",,"46"
"ARM00087593","LA PLATA, AR","2003-09-19",,,"60","67","53"
"ARM00087593","LA PLATA, AR","2003-09-20","0.24",,"53","65","38"
"ARM00087593","LA PLATA, AR","2003-09-21","0.00",,"54","66","45"
"ARM00087593","LA PLATA, AR","2003-09-22","0.00",,"63",,"55"
"ARM00087593","LA PLATA, AR","2003-09-24","0.08",,"56",,"45"
"ARM00087593","LA PLATA, AR","2003-09-25","0.00",,"52","68","39"
"ARM00087593","LA PLATA, AR","2003-09-26","0.12",,"58",,"48"
"ARM00087593","LA PLATA, AR","2003-09-27","0.00",,"59",,"51"
"ARM00087593","LA PLATA, AR","2003-09-28","0.20",,"50","69","37"
"ARM00087593","LA PLATA, AR","2003-09-29","0.00",,"54","63","45"
"ARM00087593","LA PLATA, AR","2003-09-30","0.00",,"58",,"50"
"ARM00087593","LA PLATA, AR","2003-10-01","0.00",,"62",,"56"
"ARM00087593","LA PLATA, AR","2003-10-03","0.00",,"54","68","48"
"ARM00087593","LA PLATA, AR","2003-10-04","0.00",,"61",,"52"
"ARM00087593","LA PLATA, AR","2003-10-05","0.00",,"65",,"54"
"ARM00087593","LA PLATA, AR","2003-10-06","0.00",,"65","78","58"
"ARM00087593","LA PLATA, AR","2003-10-07","0.00",,"64",,"57"
"ARM00087593","LA PLATA, AR","2003-10-08","0.75",,"67","74","62"
"ARM00087593","LA PLATA, AR","2003-10-09","0.20",,"61","72","46"
"ARM00087593","LA PLATA, AR","2003-10-10","0.00",,"48","71","37"
"ARM00087593","LA PLATA, AR","2003-10-11","0.00",,"48",,"35"
"ARM00087593","LA PLATA, AR","2003-10-12","0.00",,"53",,"41"
"ARM00087593","LA PLATA, AR","2003-10-13","0.00",,"57",,"46"
"ARM00087593","LA PLATA, AR","2003-10-14","0.00",,"63",,"46"
"ARM00087593","LA PLATA, AR","2003-10-15","0.00",,"71",,"60"
"ARM00087593","LA PLATA, AR","2003-10-16","0.00",,"72","84","62"
"ARM00087593","LA PLATA, AR","2003-10-17","0.31",,"67","84","61"
"ARM00087593","LA PLATA, AR","2003-10-18","0.28",,"67","74","63"
"ARM00087593","LA PLATA, AR","2003-10-19","0.83",,"61","75","49"
"ARM00087593","LA PLATA, AR","2003-10-20","0.00",,"55","67","46"
"ARM00087593","LA PLATA, AR","2003-10-21","0.00",,"61","69","47"
"ARM00087593","LA PLATA, AR","2003-10-22","0.00",,"62",,"47"
"ARM00087593","LA PLATA, AR","2003-10-23","0.00",,"64",,"48"
"ARM00087593","LA PLATA, AR","2003-10-24","0.01",,"71","83","62"
"ARM00087593","LA PLATA, AR","2003-10-25","0.12",,"66","79","56"
"ARM00087593","LA PLATA, AR","2003-10-26","0.00",,"66","75","59"
"ARM00087593","LA PLATA, AR","2003-10-27","0.00",,"57","70","42"
"ARM00087593","LA PLATA, AR","2003-10-28","0.00",,"62",,"53"
"ARM00087593","LA PLATA, AR","2003-10-29","0.00",,"67",,"61"
"ARM00087593","LA PLATA, AR","2003-10-30","0.00",,"72",,"60"
"ARM00087593","LA PLATA, AR","2003-10-31","0.35",,"56","86","47"
"ARM00087593","LA PLATA, AR","2003-11-01","0.00",,"54","65","40"
"ARM00087593","LA PLATA, AR","2003-11-02","0.00",,"54",,"40"
"ARM00087593","LA PLATA, AR","2003-11-03",,,"60",,"45"
"ARM00087593","LA PLATA, AR","2003-11-04","0.00",,"62","74","50"
"ARM00087593","LA PLATA, AR","2003-11-05","0.00",,"66",,"58"
"ARM00087593","LA PLATA, AR","2003-11-06",,,"67",,"57"
"ARM00087593","LA PLATA, AR","2003-11-07","0.00",,"71",,"61"
"ARM00087593","LA PLATA, AR","2003-11-08","0.03",,"71","83",
"ARM00087593","LA PLATA, AR","2003-11-09","0.16",,"66",,"56"
"ARM00087593","LA PLATA, AR","2003-11-10","0.00",,"69","80","58"
"ARM00087593","LA PLATA, AR","2003-11-11","3.35",,"68","80","62"
"ARM00087593","LA PLATA, AR","2003-11-13","0.51",,"55","64","45"
"ARM00087593","LA PLATA, AR","2003-11-14","0.00",,"60",,"52"
"ARM00087593","LA PLATA, AR","2003-11-15","0.00",,"69",,"60"
"ARM00087593","LA PLATA, AR","2003-11-16","0.16",,"62","74","54"
"ARM00087593","LA PLATA, AR","2003-11-17","0.00",,"64","71","59"
"ARM00087593","LA PLATA, AR","2003-11-18","0.87",,"61","67","55"
"ARM00087593","LA PLATA, AR","2003-11-19","0.20",,"63",,"51"
"ARM00087593","LA PLATA, AR","2003-11-21","0.00",,"64",,"54"
"ARM00087593","LA PLATA, AR","2003-11-22","0.00",,"74",,"66"
"ARM00087593","LA PLATA, AR","2003-11-23","0.20",,"70","85","67"
"ARM00087593","LA PLATA, AR","2003-11-24","0.00",,"64","77","53"
"ARM00087593","LA PLATA, AR","2003-11-25","0.00",,"67",,"61"
"ARM00087593","LA PLATA, AR","2003-11-26","0.00",,"75",,"68"
"ARM00087593","LA PLATA, AR","2003-11-28","0.00",,"65","84","50"
"ARM00087593","LA PLATA, AR","2003-11-29","0.00",,"68","76","56"
"ARM00087593","LA PLATA, AR","2003-11-30","0.47",,"66","73","58"
"ARM00087593","LA PLATA, AR","2003-12-02","0.04",,"71","81","66"
"ARM00087593","LA PLATA, AR","2003-12-04","0.87",,"58","76","54"
"ARM00087593","LA PLATA, AR","2003-12-05","0.75",,"62",,"53"
"ARM00087593","LA PLATA, AR","2003-12-07",,,"66","82","54"
"ARM00087593","LA PLATA, AR","2003-12-08",,,"65","74",
"ARM00087593","LA PLATA, AR","2003-12-09",,,"59",,
"ARM00087593","LA PLATA, AR","2003-12-10","0.00",,"71",,"58"
"ARM00087593","LA PLATA, AR","2003-12-11","0.28",,"66","80","59"
"ARM00087593","LA PLATA, AR","2003-12-13","0.00",,"66",,
"ARM00087593","LA PLATA, AR","2003-12-14","0.00",,"74","81","69"
"ARM00087593","LA PLATA, AR","2003-12-15","0.16",,"67","82","60"
"ARM00087593","LA PLATA, AR","2003-12-16","0.12",,"58","77","49"
"ARM00087593","LA PLATA, AR","2003-12-18","0.00",,"71",,"65"
"ARM00087593","LA PLATA, AR","2003-12-19","0.00",,"74",,"66"
"ARM00087593","LA PLATA, AR","2003-12-20","0.00",,"78","87","71"
"ARM00087593","LA PLATA, AR","2003-12-21","0.00",,"78","87","72"
"ARM00087593","LA PLATA, AR","2003-12-22","0.08",,"71","86","58"
"ARM00087593","LA PLATA, AR","2003-12-23","0.00",,"64","78","48"
"ARM00087593","LA PLATA, AR","2003-12-24","0.00",,"70",,"62"
"ARM00087593","LA PLATA, AR","2003-12-25","0.00",,"73",,"63"
"ARM00087593","LA PLATA, AR","2003-12-27","0.00",,"74","85","70"
"ARM00087593","LA PLATA, AR","2003-12-28","0.24",,"67","76","55"
"ARM00087593","LA PLATA, AR","2003-12-30","0.00",,"73",,"65"
"ARM00087593","LA PLATA, AR","2003-12-31","0.12",,"61","84","49"
"ARM00087593","LA PLATA, AR","2004-01-01","0.00",,"63",,"49"
"ARM00087593","LA PLATA, AR","2004-01-02","0.00",,"71",,"62"
"ARM00087593","LA PLATA, AR","2004-01-03","0.00",,"76",,"63"
"ARM00087593","LA PLATA, AR","2004-01-04","0.00",,"78","86","72"
"ARM00087593","LA PLATA, AR","2004-01-05","0.00",,"77",,"65"
"ARM00087593","LA PLATA, AR","2004-01-06","0.02",,"76","90","71"
"ARM00087593","LA PLATA, AR","2004-01-07","0.08",,"73","87","66"
"ARM00087593","LA PLATA, AR","2004-01-09","0.00",,"76",,"69"
"ARM00087593","LA PLATA, AR","2004-01-11","0.12",,"66",,"54"
"ARM00087593","LA PLATA, AR","2004-01-12","0.00",,"70","84","56"
"ARM00087593","LA PLATA, AR","2004-01-13","0.00",,"73",,"63"
"ARM00087593","LA PLATA, AR","2004-01-14","0.00",,"75",,"57"
"ARM00087593","LA PLATA, AR","2004-01-16","0.00",,"64",,"56"
"ARM00087593","LA PLATA, AR","2004-01-17","0.00",,"72",,"63"
"ARM00087593","LA PLATA, AR","2004-01-18","0.00",,"74",,"68"
"ARM00087593","LA PLATA, AR","2004-01-19","0.00",,"75","83","69"
"ARM00087593","LA PLATA, AR","2004-01-20","0.00",,"75",,"70"
"ARM00087593","LA PLATA, AR","2004-01-21","0.31",,"74","85","67"
"ARM00087593","LA PLATA, AR","2004-01-23","0.00",,"71","83","60"
"ARM00087593","LA PLATA, AR","2004-01-24","0.00",,"73","82","63"
"ARM00087593","LA PLATA, AR","2004-01-25","0.00",,"76",,"62"
"ARM00087593","LA PLATA, AR","2004-01-26","0.00",,"83",,"68"
"ARM00087593","LA PLATA, AR","2004-01-27","0.00",,"83","98","69"
"ARM00087593","LA PLATA, AR","2004-01-28","0.00",,"77","93","65"
"ARM00087593","LA PLATA, AR","2004-01-29","0.00",,"78","90","65"
"ARM00087593","LA PLATA, AR","2004-01-31","1.18",,"70","94",
"ARM00087593","LA PLATA, AR","2004-02-02","0.12",,"73","81","66"
"ARM00087593","LA PLATA, AR","2004-02-03","0.39",,"75",,"69"
"ARM00087593","LA PLATA, AR","2004-02-04","0.00",,"71","86","62"
"ARM00087593","LA PLATA, AR","2004-02-05","0.00",,"69","81","59"
"ARM00087593","LA PLATA, AR","2004-02-06",,,"67",,"55"
"ARM00087593","LA PLATA, AR","2004-02-07","0.00",,"69","81","58"
"ARM00087593","LA PLATA, AR","2004-02-08","0.00",,"72",,"67"
"ARM00087593","LA PLATA, AR","2004-02-09","0.00",,"75",,"70"
"ARM00087593","LA PLATA, AR","2004-02-10","0.00",,"77",,"70"
"ARM00087593","LA PLATA, AR","2004-02-11","0.00",,"80",,"71"
"ARM00087593","LA PLATA, AR","2004-02-12","0.00",,"81",,"74"
"ARM00087593","LA PLATA, AR","2004-02-13","0.43",,"72","91","68"
"ARM00087593","LA PLATA, AR","2004-02-14","0.02",,"66",,"52"
"ARM00087593","LA PLATA, AR","2004-02-15","0.00",,"67",,"56"
"ARM00087593","LA PLATA, AR","2004-02-16",,,"67","81","58"
"ARM00087593","LA PLATA, AR","2004-02-18","0.00",,"65",,"52"
"ARM00087593","LA PLATA, AR","2004-02-19","0.00",,"67","79","59"
"ARM00087593","LA PLATA, AR","2004-02-21","0.00",,"62","75","54"
"ARM00087593","LA PLATA, AR","2004-02-22","0.00",,"62","73","52"
"ARM00087593","LA PLATA, AR","2004-02-23","0.00",,"64",,"52"
"ARM00087593","LA PLATA, AR","2004-02-24","0.00",,"67","77","52"
"ARM00087593","LA PLATA, AR","2004-02-25","0.00",,"73",,"65"
"ARM00087593","LA PLATA, AR","2004-02-26","0.00",,"75",,"62"
"ARM00087593","LA PLATA, AR","2004-02-27","0.00",,"73","86","64"
"ARM00087593","LA PLATA, AR","2004-02-28","0.00",,"64","82","51"
"ARM00087593","LA PLATA, AR","2004-02-29","0.00",,"69","78","58"
"ARM00087593","LA PLATA, AR","2004-03-01","0.00",,"71",,"64"
"ARM00087593","LA PLATA, AR","2004-03-03","0.00",,"68",,"54"
"ARM00087593","LA PLATA, AR","2004-03-04","0.00",,"71","85","56"
"ARM00087593","LA PLATA, AR","2004-03-05","0.00",,"72","84","63"
"ARM00087593","LA PLATA, AR","2004-03-06","0.00",,"76",,"65"
"ARM00087593","LA PLATA, AR","2004-03-07","0.02",,"69","90","62"
"ARM00087593","LA PLATA, AR","2004-03-08","0.00",,"68","77",
"ARM00087593","LA PLATA, AR","2004-03-09","0.00",,"67","79","51"
"ARM00087593","LA PLATA, AR","2004-03-10","0.00",,"68","82","58"
"ARM00087593","LA PLATA, AR","2004-03-11",,,"61","82","47"
"ARM00087593","LA PLATA, AR","2004-03-12","0.00",,"67",,"59"
"ARM00087593","LA PLATA, AR","2004-03-13","0.00",,"71",,"62"
"ARM00087593","LA PLATA, AR","2004-03-14","0.00",,"71",,"57"
"ARM00087593","LA PLATA, AR","2004-03-15","0.00",,"71","81","61"
"ARM00087593","LA PLATA, AR","2004-03-16",,,"71","80","63"
"ARM00087593","LA PLATA, AR","2004-03-17","0.00",,"74",,"68"
"ARM00087593","LA PLATA, AR","2004-03-18","0.12",,"71","82","67"
"ARM00087593","LA PLATA, AR","2004-03-20","0.00",,"66","81","57"
"ARM00087593","LA PLATA, AR","2004-03-21","0.00",,"64",,"50"
"ARM00087593","LA PLATA, AR","2004-03-22",,,"69",,"57"
"ARM00087593","LA PLATA, AR","2004-03-23","0.00",,"71",,"56"
"ARM00087593","LA PLATA, AR","2004-03-24","0.00",,"72",,"59"
"ARM00087593","LA PLATA, AR","2004-03-25",,,"76",,"63"
"ARM00087593","LA PLATA, AR","2004-03-26","0.00",,"76","90","64"
"ARM00087593","LA PLATA, AR","2004-03-27","0.00",,"74","91","63"
"ARM00087593","LA PLATA, AR","2004-03-28","0.00",,"73","87","62"
"ARM00087593","LA PLATA, AR","2004-03-29","0.00",,"77",,"67"
"ARM00087593","LA PLATA, AR","2004-03-30","0.00",,"75","88","69"
"ARM00087593","LA PLATA, AR","2004-03-31","0.00",,"75","83","69"
"ARM00087593","LA PLATA, AR","2004-04-03","0.00",,"78",,"69"
"ARM00087593","LA PLATA, AR","2004-04-04","0.00",,"79","91","69"
"ARM00087593","LA PLATA, AR","2004-04-05","0.00",,"77","92","72"
"ARM00087593","LA PLATA, AR","2004-04-06","1.14",,"73","86","65"
"ARM00087593","LA PLATA, AR","2004-04-07","0.12",,"71",,"61"
"ARM00087593","LA PLATA, AR","2004-04-08","0.00",,"67","83","61"
"ARM00087593","LA PLATA, AR","2004-04-09","0.08",,"62","82","55"
"ARM00087593","LA PLATA, AR","2004-04-10","0.00",,"66","71","58"
"ARM00087593","LA PLATA, AR","2004-04-11","0.02",,"66",,"58"
"ARM00087593","LA PLATA, AR","2004-04-12","0.00",,"71",,"64"
"ARM00087593","LA PLATA, AR","2004-04-13","0.00",,"78",,"71"
"ARM00087593","LA PLATA, AR","2004-04-14","0.02",,"63","91",
"ARM00087593","LA PLATA, AR","2004-04-16","0.83",,"65","72","60"
"ARM00087593","LA PLATA, AR","2004-04-17","1.57",,"62",,"51"
"ARM00087593","LA PLATA, AR","2004-04-18","0.00",,"63",,"53"
"ARM00087593","LA PLATA, AR","2004-04-20","0.00",,"53",,"41"
"ARM00087593","LA PLATA, AR","2004-04-21","0.00",,"61",,"49"
"ARM00087593","LA PLATA, AR","2004-04-22","1.93",,"67",,"62"
"ARM00087593","LA PLATA, AR","2004-04-23","0.00",,"61","75","59"
"ARM00087593","LA PLATA, AR","2004-04-24","0.00",,"53","63","45"
"ARM00087593","LA PLATA, AR","2004-04-25","0.00",,"53",,"44"
"ARM00087593","LA PLATA, AR","2004-04-26","0.00",,"56",,"49"
"ARM00087593","LA PLATA, AR","2004-04-27","0.00",,"62","71","53"
"ARM00087593","LA PLATA, AR","2004-04-28","0.00",,"61","70","53"
"ARM00087593","LA PLATA, AR","2004-04-29","0.98",,"61","71","58"
"ARM00087593","LA PLATA, AR","2004-04-30","0.75",,"54","64","44"
"ARM00087593","LA PLATA, AR","2004-05-01","0.00",,"53",,"41"
"ARM00087593","LA PLATA, AR","2004-05-02","0.00",,"57","63","49"
"ARM00087593","LA PLATA, AR","2004-05-03","0.00",,"53","65","46"
"ARM00087593","LA PLATA, AR","2004-05-06","0.31",,"54",,"46"
"ARM00087593","LA PLATA, AR","2004-05-08","0.00",,"58","69","49"
"ARM00087593","LA PLATA, AR","2004-05-09","0.00",,"61","69","55"
"ARM00087593","LA PLATA, AR","2004-05-10","0.00",,"60",,"49"
"ARM00087593","LA PLATA, AR","2004-05-12","0.00",,"58","67","53"
"ARM00087593","LA PLATA, AR","2004-05-13","0.00",,"53","64","50"
"ARM00087593","LA PLATA, AR","2004-05-14","0.00",,"46","60","34"
"ARM00087593","LA PLATA, AR","2004-05-15","0.00",,"44",,"35"
"ARM00087593","LA PLATA, AR","2004-05-16","0.00",,"48","59","37"
"ARM00087593","LA PLATA, AR","2004-05-18","0.00",,"44","55","35"
"ARM00087593","LA PLATA, AR","2004-05-19","0.00",,"44",,"35"
"ARM00087593","LA PLATA, AR","2004-05-20","0.00",,"44","56","35"
"ARM00087593","LA PLATA, AR","2004-05-21","0.00",,"50",,"42"
"ARM00087593","LA PLATA, AR","2004-05-22","0.00",,"56","62","50"
"ARM00087593","LA PLATA, AR","2004-05-23","0.16",,"58","63","56"
"ARM00087593","LA PLATA, AR","2004-05-24","0.79",,"57","61","54"
"ARM00087593","LA PLATA, AR","2004-05-25","0.16",,"58",,"57"
"ARM00087593","LA PLATA, AR","2004-05-26","0.24",,"53","60","45"
"ARM00087593","LA PLATA, AR","2004-05-27","0.00",,"45",,"37"
"ARM00087593","LA PLATA, AR","2004-05-28","0.00",,"47","58","35"
"ARM00087593","LA PLATA, AR","2004-05-29","0.00",,"52",,"43"
"ARM00087593","LA PLATA, AR","2004-05-30","0.00",,"46","58","34"
"ARM00087593","LA PLATA, AR","2004-05-31","0.00",,"51","59","40"
"ARM00087593","LA PLATA, AR","2004-06-01",,,"49","59","42"
"ARM00087593","LA PLATA, AR","2004-06-02","0.00",,"50","57","43"
"ARM00087593","LA PLATA, AR","2004-06-03","0.00",,"53",,"32"
"ARM00087593","LA PLATA, AR","2004-06-04",,,"53","59","43"
"ARM00087593","LA PLATA, AR","2004-06-05","0.00",,"57",,"52"
"ARM00087593","LA PLATA, AR","2004-06-06","0.00",,"50","64","38"
"ARM00087593","LA PLATA, AR","2004-06-07","0.00",,"45","60","35"
"ARM00087593","LA PLATA, AR","2004-06-08","0.00",,"55",,"38"
"ARM00087593","LA PLATA, AR","2004-06-09","0.00",,"58",,"51"
"ARM00087593","LA PLATA, AR","2004-06-10","0.02",,"55","65","47"
"ARM00087593","LA PLATA, AR","2004-06-11","0.00",,"46","55","39"
"ARM00087593","LA PLATA, AR","2004-06-12","0.00",,"43",,"37"
"ARM00087593","LA PLATA, AR","2004-06-13","0.00",,"48",,"38"
